Year,Name,Position,Team,Salary
2010,Nick Collison,F,Oklahoma City,13270000
2010,Chauncey Billups,PG,New York,13150000
2010,Al Jefferson,C,Utah,13000000
2010,Tyson Chandler,C,Dallas,12600000
2010,Richard Hamilton,SG,Detroit,12500000
2010,Andre Iguodala,F,Philadelphia,12345250
2010,Manu Ginobili,G,San Antonio,11854584
,,,,
2009,Kobe Bryant,SF,LA Lakers,23034375
2009,Jermaine O'Neal,C,Miami,23016000
2009,Tracy McGrady,SG,New York,22843124
2009,Tim Duncan,C,San Antonio,22183220
2009,Shaquille O'Neal,C,Cleveland,21000000
2009,Dirk Nowitzki,F,Dallas,19795714
2009,Paul Pierce,SF,Boston,19795712
2009,Ray Allen,SG,Boston,18776860
2009,Rashard Lewis,PF,Orlando,18010791
2009,Michael Redd,SG,Milwaukee,17040000
2009,Pau Gasol,PF,LA Lakers,16452000
2009,Andrei Kirilenko,SF,Utah,16452000
2009,Kevin Garnett,PF,Boston,16417044
2009,Amar'e Stoudemire,C,Phoenix,16378325
2009,Yao Ming,C,Houston,16378325
2009,Gilbert Arenas,PG,Washington,16192080
2009,Vince Carter,G,Orlando,16123250
2009,Zach Randolph,F,Memphis,16000000
2009,Kenyon Martin,F,Denver,15852511
2009,Dwyane Wade,G,Miami,15779912
2009,Chris Bosh,PF,Toronto,15779912
2009,Carmelo Anthony,PF,Denver,15779912
2009,LeBron James,SF,Cleveland,15779912
2009,Dwight Howard,C,Orlando,15202590
2009,Joe Johnson,G,Atlanta,14976754
2009,Elton Brand,PF,Philadelphia,14858472
2009,Richard Jefferson,F,San Antonio,14200000
2009,Chris Paul,PG,New Orleans,13520500
2009,Deron Williams,PG,Utah,13520500
2009,Peja Stojakovic,SF,New Orleans,13392000
2009,Jason Richardson,SG,Phoenix,13333332
2009,Steve Nash,PG,Phoenix,13125000
2009,Tony Parker,G,San Antonio,12600000
2009,Andrew Bynum,C,LA Lakers,12500000
2009,Carlos Boozer,PF,Utah,12323900
2009,Brad Miller,C,Chicago,12250000
2009,Andre Iguodala,F,Philadelphia,12200000
2009,Erick Dampier,C,Dallas,12115500
2009,Baron Davis,PG,LA,12100000
2009,Chauncey Billups,PG,Denver,12100000
,,,,
2008,Kevin Garnett,PF,Boston,24751934
2008,Jason Kidd,PG,Dallas,21372000
2008,Jermaine O'Neal,C,Miami,21372000
2008,Kobe Bryant,SF,LA Lakers,21262500
2008,Shaquille O'Neal,C,Phoenix,21000000
2008,Allen Iverson,SG,Detroit,20840625
2008,Stephon Marbury,PG,Boston,20840625
2008,Tim Duncan,C,San Antonio,20598704
2008,Tracy McGrady,SG,Houston,20370437
2008,Ray Allen,SG,Boston,18388430
2008,Dirk Nowitzki,F,Dallas,18077904
2008,Paul Pierce,SF,Boston,18077903
2008,Shawn Marion,SG,Toronto,17810000
2008,Rashard Lewis,PF,Orlando,16447871
2008,Michael Redd,SG,Milwaukee,15780000
2008,Pau Gasol,PF,LA Lakers,15106000
2008,Andrei Kirilenko,SF,Utah,15106000
2008,Amar'e Stoudemire,C,Phoenix,15070550
2008,Yao Ming,C,Houston,15070550
2008,Mike Bibby,PG,Atlanta,14983603
2008,Vince Carter,G,Brooklyn,14724125
2008,Zach Randolph,F,LA,14666667
2008,Gilbert Arenas,PG,Washington,14653466
2008,Ben Wallace,PF,Cleveland,14500000
2008,Kenyon Martin,F,Denver,14431816
2008,Dwyane Wade,G,Miami,14410581
2008,Chris Bosh,PF,Toronto,14410581
2008,Carmelo Anthony,PF,Denver,14410581
2008,LeBron James,SF,Cleveland,14410581
2008,Joe Johnson,G,Atlanta,14232567
2008,Lamar Odom,PF,LA Lakers,14148596
2008,Rasheed Wallace,PF,Detroit,13930000
2008,Wally Szczerbiak,SG,Cleveland,13775000
2008,Dwight Howard,C,Orlando,13758000
2008,Elton Brand,PF,Philadelphia,13757844
2008,Richard Jefferson,F,Milwaukee,13200000
2008,Larry Hughes,SG,New York,12827676
2008,Raef LaFrentz,C,Portland,12722500
2008,Peja Stojakovic,SF,New Orleans,12528000
2008,Steve Nash,PG,Phoenix,12250000
,,,,
2007,Kevin Garnett,PF,Boston,23751934
2007,Shaquille O'Neal,C,Phoenix,21000000
2007,Jason Kidd,PG,Dallas,19728000
2007,Jermaine O'Neal,C,Indiana,19728000
2007,Kobe Bryant,SF,LA Lakers,19490625
2007,Tim Duncan,C,San Antonio,19014188
2007,Allen Iverson,SG,Denver,19012500
2007,Stephon Marbury,PG,New York,19012500
2007,Tracy McGrady,SG,Houston,18257750
2007,Baron Davis,PG,Golden State,16440000
2007,Shawn Marion,SG,Miami,16440000
2007,Paul Pierce,SF,Boston,16360094
2007,Dirk Nowitzki,F,Dallas,16360094
2007,Antawn Jamison,PF,Washington,16360094
2007,Ray Allen,SG,Boston,16000000
2007,Ben Wallace,PF,Cleveland,15500000
2007,Elton Brand,PF,LA,15344000
2007,Mike Bibby,PG,Atlanta,14983603
2007,Rashard Lewis,PF,Orlando,14884951
2007,Michael Redd,SG,Milwaukee,14520000
2007,Amar'e Stoudemire,C,Phoenix,13762775
2007,Yao Ming,C,Houston,13762775
2007,Pau Gasol,PF,LA Lakers,13735000
2007,Andrei Kirilenko,SF,Utah,13735000
2007,Joe Johnson,G,Atlanta,13488378
2007,Zach Randolph,F,New York,13333333
2007,Vince Carter,G,Brooklyn,13325000
2007,Kenyon Martin,F,Denver,13250000
2007,Lamar Odom,PF,LA Lakers,13248596
2007,Dwyane Wade,G,Miami,13041250
2007,Chris Bosh,PF,Toronto,13041250
2007,Carmelo Anthony,PF,Denver,13041250
2007,LeBron James,SF,Cleveland,13041250
2007,Rasheed Wallace,PF,Detroit,12540000
2007,Raef LaFrentz,C,Portland,12440787
2007,Wally Szczerbiak,SG,Cleveland,12275000
2007,Richard Jefferson,F,Brooklyn,12200000
2007,Larry Hughes,SG,Chicago,12000084
2007,Gilbert Arenas,PG,Washington,11950400
2007,Peja Stojakovic,SF,New Orleans,11664000
,,,,
2006,Kevin Garnett,PF,Minnesota,21000000
2006,Shaquille O'Neal,C,Miami,20000000
2006,Jason Kidd,PG,Brooklyn,18084000
2006,Jermaine O'Neal,C,Indiana,18084000
2006,Kobe Bryant,SF,LA Lakers,17718750
2006,Tim Duncan,C,San Antonio,17429673
2006,Allen Iverson,SG,Denver,17184375
2006,Stephon Marbury,PG,New York,17184375
2006,Tracy McGrady,SG,Houston,16901500
2006,Grant Hill,SF,Orlando,16901500
2006,Ben Wallace,PF,Chicago,16000000
2006,Paul Pierce,SF,Boston,15101626
2006,Antawn Jamison,PF,Washington,15101626
2006,Vince Carter,G,Brooklyn,15101626
2006,Dirk Nowitzki,F,Dallas,15101622
2006,Steve Francis,PG,New York,15070000
2006,Baron Davis,PG,Golden State,15070000
2006,Shawn Marion,SG,Phoenix,15070000
2006,Ray Allen,SG,Oklahoma City,14611570
2006,Elton Brand,PF,LA,14248000
2006,Larry Hughes,SG,Cleveland,13363012
2006,Michael Redd,SG,Milwaukee,13260000
2006,Joe Johnson,G,Atlanta,12744190
2006,Mike Bibby,PG,Sacramento,12500000
2006,Amar'e Stoudemire,C,Phoenix,12455000
2006,Yao Ming,C,Houston,12455000
2006,Pau Gasol,PF,Memphis,12364000
2006,Andrei Kirilenko,SF,Utah,12364000
2006,Lamar Odom,PF,LA Lakers,12348596
2006,Kenyon Martin,F,Denver,12068182
2006,Zach Randolph,F,Portland,12000000
2006,Wally Szczerbiak,SG,Boston,11775000
2006,Theo Ratliff,C,Boston,11666666
2006,Rasheed Wallace,PF,Detroit,11650000
2006,Raef LaFrentz,C,Portland,11532037
2006,Carlos Boozer,PF,Utah,11260483
2006,Richard Jefferson,F,Brooklyn,11200000
2006,Gilbert Arenas,PG,Washington,11096800
2006,Peja Stojakovic,SF,New Orleans,10800000
2006,Steve Nash,PG,Phoenix,10500000
,,,,
2005,Shaquille O'Neal,C,Miami,20000000
2005,Chris Webber,C,Philadelphia,19125000
2005,Kevin Garnett,PF,Minnesota,18000000
2005,Allen Iverson,SG,Philadelphia,16453125
2005,Stephon Marbury,PG,New York,16453125
2005,Jason Kidd,PG,Brooklyn,16440000
2005,Jermaine O'Neal,C,Indiana,16440000
2005,Kobe Bryant,SF,LA Lakers,15946875
2005,Tim Duncan,C,San Antonio,15845157
2005,Vin Baker,PF,LA,15750000
2005,Anfernee Hardaway,SF,Orlando,15750000
2005,Tracy McGrady,SG,Houston,15694250
2005,Jalen Rose,SG,New York,15694250
2005,Keith Van Horn,PF,Dallas,15694250
2005,Grant Hill,SF,Orlando,15694250
2005,Eddie Jones,SG,Memphis,14666250
2005,Tim Thomas,PF,Phoenix,13975000
2005,Antonio Davis,PF,Toronto,13865000
2005,Paul Pierce,SF,Boston,13843156
2005,Dirk Nowitzki,F,Dallas,13843156
2005,Antawn Jamison,PF,Washington,13843156
2005,Vince Carter,G,Brooklyn,13843156
2005,Steve Francis,PG,New York,13700000
2005,Baron Davis,PG,Golden State,13700000
2005,Shawn Marion,SG,Phoenix,13700000
2005,Ray Allen,SG,Oklahoma City,13223140
2005,Elton Brand,PF,LA,13152000
2005,Michael Redd,SG,Milwaukee,12000000
2005,Joe Johnson,G,Atlanta,12000000
2005,Theo Ratliff,C,Portland,11666666
2005,Mike Bibby,PG,Sacramento,11500000
2005,Lamar Odom,PF,LA Lakers,11448596
2005,Carlos Boozer,PF,Utah,11260483
2005,Pau Gasol,PF,Memphis,10993000
2005,Andrei Kirilenko,SF,Utah,10983000
2005,Kenyon Martin,F,Denver,10886364
2005,Rasheed Wallace,PF,Detroit,10860000
2005,Zach Randolph,F,Portland,10666667
2005,Raef LaFrentz,C,Boston,10623288
2005,Wally Szczerbiak,SG,Boston,10500000
,,,,
2004,Shaquille O'Neal,C,Miami,29464000
2004,Dikembe Mutombo,C,Houston,19684000
2004,Allan Houston,SG,New York,17531000
2004,Chris Webber,C,Philadelphia,17351000
2004,Damon Stoudamire,PG,Portland,15750000
2004,Antoine Walker,PF,Boston,14625000
2004,Shareef Abdur-Rahim,PF,Portland,14625000
2004,Allen Iverson,SG,Philadelphia,14625000
2004,Latrell Sprewell,SG,Minnesota,14625000
2004,Vin Baker,PF,Houston,14625000
2004,Zydrunas Ilgauskas,C,Cleveland,14625000
2004,Anfernee Hardaway,SF,New York,14625000
2004,Ray Allen,SG,Oklahoma City,14625000
2004,Kobe Bryant,SF,LA Lakers,14625000
2004,Stephon Marbury,PG,New York,14625000
2004,Michael Finley,SG,Dallas,14609000
2004,Tracy McGrady,SG,Houston,14487000
2004,Jalen Rose,SG,Toronto,14487000
2004,Keith Van Horn,PF,Dallas,14487000
2004,Grant Hill,SF,Orlando,14487000
2004,Eddie Jones,SG,Miami,13440000
2004,Brian Grant,PF,LA Lakers,13346000
2004,Vince Carter,G,Brooklyn,13281000
2004,Tim Thomas,PF,New York,12900000
2004,Antonio Davis,PF,Chicago,12000000
2004,Glenn Robinson,SF,San Antonio,12000000
2004,Nick Van Exel,PG,Portland,11821000
2004,Theo Ratliff,C,Portland,10937000
2004,Kerry Kittles,SG,LA,9817000
2004,Jamal Mashburn,SF,Philadelphia,9300000
2004,Maurice Taylor,PF,New York,8450000
2004,Derek Anderson,SG,Portland,8444000
2004,Alan Henderson,PF,Dallas,8273000
2004,Austin Croshere,PF,Indiana,8260000
2004,Erick Dampier,C,Dallas,8105000
2004,Kelvin Cato,C,Orlando,7992000
2004,Marcus Camby,C,Denver,7750000
2004,Shandon Anderson,SF,Miami,7300000
2004,Lorenzen Wright,PF,Memphis,7150000
2004,Jerry Stackhouse,SF,Dallas,7000000
,,,,
2003,Kevin Garnett,PF,Minnesota,28000000
2003,Shaquille O'Neal,C,LA Lakers,26571000
2003,Rasheed Wallace,PF,Detroit,18000000
2003,Dikembe Mutombo,C,New York,17895000
2003,Allan Houston,SG,New York,15937000
2003,Chris Webber,C,Sacramento,15937000
2003,Damon Stoudamire,PG,Portland,14625000
2003,Antoine Walker,PF,Dallas,13500000
2003,Antonio McDyess,PF,Phoenix,13500000
2003,Shareef Abdur-Rahim,PF,Portland,13500000
2003,Allen Iverson,SG,Philadelphia,13500000
2003,Latrell Sprewell,SG,Minnesota,13500000
2003,Vin Baker,PF,New York,13500000
2003,Zydrunas Ilgauskas,C,Cleveland,13500000
2003,Anfernee Hardaway,SF,New York,13500000
2003,Ray Allen,SG,Oklahoma City,13500000
2003,Kobe Bryant,SF,LA Lakers,13500000
2003,Stephon Marbury,PG,New York,13500000
2003,Michael Finley,SG,Dallas,13281000
2003,Keith Van Horn,PF,Milwaukee,13280000
2003,Tracy McGrady,SG,Orlando,13279000
2003,Tim Duncan,C,San Antonio,13279000
2003,Jalen Rose,SG,Toronto,13279000
2003,Eddie Jones,SG,Miami,12320000
2003,Brian Grant,PF,Miami,12234000
2003,Vlade Divac,C,Sacramento,12051000
2003,Antonio Davis,PF,Chicago,12000000
2003,Vince Carter,G,Toronto,11953000
2003,Tim Thomas,PF,New York,11825000
2003,Tom Gugliotta,PF,Utah,11668000
2003,Jason Kidd,PG,Brooklyn,10950000
2003,Nick Van Exel,PG,Golden State,10912000
2003,Glenn Robinson,SF,Philadelphia,10730000
2003,Theo Ratliff,C,Portland,10156000
2003,Glen Rice,SF,LA,9600000
2003,Kerry Kittles,SG,Brooklyn,9267000
2003,Greg Ostertag,C,Utah,8666000
2003,Jamal Mashburn,SF,New Orleans,8525000
2003,Toni Kukoc,SF,Milwaukee,8050000
2003,Maurice Taylor,PF,Houston,7800000
,,,,
2002,Kevin Garnett,PF,Minnesota,28000000
2002,Shaquille O'Neal,C,LA Lakers,26571000
2002,Rasheed Wallace,PF,Detroit,18000000
2002,Dikembe Mutombo,C,New York,17895000
2002,Allan Houston,SG,New York,15937000
2002,Chris Webber,C,Sacramento,15937000
2002,Damon Stoudamire,PG,Portland,14625000
2002,Antoine Walker,PF,Dallas,13500000
2002,Antonio McDyess,PF,Phoenix,13500000
2002,Shareef Abdur-Rahim,PF,Portland,13500000
2002,Allen Iverson,SG,Philadelphia,13500000
2002,Latrell Sprewell,SG,Minnesota,13500000
2002,Vin Baker,PF,New York,13500000
2002,Zydrunas Ilgauskas,C,Cleveland,13500000
2002,Anfernee Hardaway,SF,New York,13500000
2002,Ray Allen,SG,Oklahoma City,13500000
2002,Kobe Bryant,SF,LA Lakers,13500000
2002,Stephon Marbury,PG,New York,13500000
2002,Michael Finley,SG,Dallas,13281000
2002,Keith Van Horn,PF,Milwaukee,13280000
2002,Tracy McGrady,SG,Orlando,13279000
2002,Tim Duncan,C,San Antonio,13279000
2002,Jalen Rose,SG,Toronto,13279000
2002,Eddie Jones,SG,Miami,12320000
2002,Brian Grant,PF,Miami,12234000
2002,Vlade Divac,C,Sacramento,12051000
2002,Antonio Davis,PF,Chicago,12000000
2002,Vince Carter,G,Toronto,11953000
2002,Tim Thomas,PF,New York,11825000
2002,Tom Gugliotta,PF,Utah,11668000
2002,Jason Kidd,PG,Brooklyn,10950000
2002,Nick Van Exel,PG,Golden State,10912000
2002,Glenn Robinson,SF,Philadelphia,10730000
2002,Theo Ratliff,C,Portland,10156000
2002,Glen Rice,SF,LA,9600000
2002,Kerry Kittles,SG,Brooklyn,9267000
2002,Greg Ostertag,C,Utah,8666000
2002,Jamal Mashburn,SF,New Orleans,8525000
2002,Toni Kukoc,SF,Milwaukee,8050000
2002,Maurice Taylor,PF,Houston,7800000
,,,,
2001,Kevin Garnett,PF,Minnesota,25200000
2001,Shaquille O'Neal,C,LA Lakers,23571000
2001,Shawn Kemp,C,Orlando,21500000
2001,Juwan Howard,PF,Denver,20625000
2001,Scottie Pippen,SF,Portland,19727000
2001,Karl Malone,PF,Utah,19250000
2001,Rasheed Wallace,PF,Portland,16200000
2001,Dikembe Mutombo,C,Brooklyn,16105000
2001,Chris Webber,C,Sacramento,14343000
2001,Damon Stoudamire,PG,Portland,13500000
2001,Gary Payton,PG,Milwaukee,13080000
2001,Antoine Walker,PF,Boston,12375000
2001,Shareef Abdur-Rahim,PF,Atlanta,12375000
2001,Allen Iverson,SG,Philadelphia,12375000
2001,Latrell Sprewell,SG,New York,12375000
2001,Vin Baker,PF,Boston,12375000
2001,Zydrunas Ilgauskas,C,Cleveland,12375000
2001,Anfernee Hardaway,SF,Phoenix,12375000
2001,Ray Allen,SG,Oklahoma City,12375000
2001,Kobe Bryant,SF,LA Lakers,12375000
2001,Stephon Marbury,PG,Phoenix,12375000
2001,Tracy McGrady,SG,Orlando,12072000
2001,Tim Duncan,C,San Antonio,12072000
2001,Jalen Rose,SG,Chicago,12072000
2001,Keith Van Horn,PF,Philadelphia,12072000
2001,Grant Hill,SF,Orlando,12072000
2001,Reggie Miller,SG,Indiana,12046000
2001,Antonio Davis,PF,Toronto,12000000
2001,Michael Finley,SG,Dallas,11953000
2001,Vlade Divac,C,Sacramento,11248000
2001,Eddie Jones,SG,Miami,11200000
2001,Brian Grant,PF,Miami,11121000
2001,Allan Houston,SG,New York,11000000
2001,Tom Gugliotta,PF,Phoenix,10890000
2001,Tim Thomas,PF,Milwaukee,10750000
2001,Vince Carter,G,Toronto,10625000
2001,David Robinson,C,San Antonio,10500000
2001,Nick Van Exel,PG,Dallas,10003000
2001,Steve Smith,SG,San Antonio,9900000
2001,Glenn Robinson,SF,Atlanta,9860000
,,,,
2000,Kevin Garnett,PF,Minnesota,19600000
2000,Shaquille O'Neal,C,LA Lakers,19285000
2000,Alonzo Mourning,C,Miami,16879000
2000,Juwan Howard,PF,Dallas,16875000
2000,Hakeem Olajuwon,C,Houston,16685000
2000,Karl Malone,PF,Utah,15750000
2000,Dikembe Mutombo,C,Philadelphia,14422000
2000,Patrick Ewing,C,Oklahoma City,14000000
2000,David Robinson,C,San Antonio,13196000
2000,Scottie Pippen,SF,Portland,13151000
2000,Rasheed Wallace,PF,Portland,12600000
2000,Larry Johnson,F,New York,12485000
2000,Gary Payton,PG,Oklahoma City,12200000
2000,Tim Hardaway,G,Miami,12000000
2000,Chris Webber,C,Sacramento,12000000
2000,Shawn Kemp,C,Portland,11720000
2000,Damon Stoudamire,PG,Portland,11250000
2000,John Stockton,G,Utah,11000000
2000,Antonio McDyess,PF,Denver,10800000
2000,Reggie Miller,SG,Indiana,10666000
2000,Arvydas Sabonis,C,Portland,10636000
2000,Zydrunas Ilgauskas,C,Cleveland,10130000
2000,Anfernee Hardaway,SF,Phoenix,10130000
2000,Stephon Marbury,PG,Brooklyn,10130000
2000,Antoine Walker,PF,Boston,10125000
2000,Shareef Abdur-Rahim,PF,Memphis,10125000
2000,Allen Iverson,SG,Philadelphia,10125000
2000,Latrell Sprewell,SG,New York,10125000
2000,Vin Baker,PF,Oklahoma City,10125000
2000,Ray Allen,SG,Milwaukee,10125000
2000,Kobe Bryant,SF,LA Lakers,10125000
2000,Bryant Reeves,C,Memphis,10110000
2000,Tracy McGrady,SG,Orlando,9658000
2000,Tim Duncan,C,San Antonio,9658000
2000,Jalen Rose,SG,Indiana,9658000
2000,Grant Hill,SF,Orlando,9658000
2000,Vlade Divac,C,Sacramento,9641000
2000,Tom Gugliotta,PF,Phoenix,9336000
2000,Allan Houston,SG,New York,9000000
2000,Keith Van Horn,PF,Brooklyn,9000000
,,,,
1999,Shaquille O'Neal,C,LA Lakers,17142000
1999,Kevin Garnett,PF,Minnesota,16806000
1999,Alonzo Mourning,C,Miami,15004000
1999,Juwan Howard,PF,Washington,15000000
1999,Scottie Pippen,SF,Portland,14795000
1999,Karl Malone,PF,Utah,14000000
1999,Larry Johnson,F,New York,11910000
1999,Gary Payton,PG,Oklahoma City,11020000
1999,Rasheed Wallace,PF,Portland,10800000
1999,Shawn Kemp,C,Cleveland,10780000
1999,Damon Stoudamire,PG,Portland,10125000
1999,Antonio McDyess,PF,Denver,9900000
1999,Antoine Walker,PF,Boston,9000000
1999,Shareef Abdur-Rahim,PF,Memphis,9000000
1999,Allen Iverson,SG,Philadelphia,9000000
1999,Vin Baker,PF,Oklahoma City,9000000
1999,Anfernee Hardaway,SF,Phoenix,9000000
1999,Ray Allen,SG,Milwaukee,9000000
1999,Kobe Bryant,SF,LA Lakers,9000000
1999,Stephon Marbury,PG,Brooklyn,9000000
1999,Vlade Divac,C,Sacramento,8837000
1999,Bryant Reeves,C,Memphis,8666000
1999,Tom Gugliotta,PF,Phoenix,8558000
1999,Nick Van Exel,PG,Denver,8354000
1999,Elden Campbell,C,Charlotte,7975000
1999,Terrell Brandon,PG,Minnesota,7400000
1999,Derrick Coleman,PF,Charlotte,7370000
1999,Glenn Robinson,SF,Milwaukee,7250000
1999,Steve Smith,SG,Portland,7200000
1999,Kerry Kittles,SG,Brooklyn,7166000
1999,Chris Dudley,C,New York,7100000
1999,Theo Ratliff,C,Philadelphia,7031000
1999,Matt Geiger,C,Philadelphia,6889000
1999,Jason Kidd,PG,Phoenix,6858000
1999,Kenny Anderson,PG,Boston,6680000
1999,Tyrone Hill,PF,Philadelphia,6422000
1999,Clifford Robinson,PF,Phoenix,6125000
1999,Jamal Mashburn,SF,Miami,5600000
1999,Steve Nash,PG,Dallas,5500000
1999,Alan Henderson,PF,Atlanta,5318000
